date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:51:38	1265/1265	---M--	200	added ('OK')	image/png	etag:%224f1-5b387ffb05e40%22	https://www.varbin.com/assets/theme/images/icons/icon-3.png	C:/My%20Web%20Sites/Cristian%20app%20developer/www.varbin.com/assets/theme/images/icons/icon-3.png	(from https://www.varbin.com/)
13:51:38	267/267	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2029%20Jul%202021%2008:21:39%20GMT	https://varbin.com/assets/theme/images/icons/icon-4.png	C:/My%20Web%20Sites/Cristian%20app%20developer/varbin.com/assets/theme/images/icons/icon-4.png	(from https://www.varbin.com/)
13:51:39	1058/1058	---M--	200	added ('OK')	image/png	etag:%22422-5b387ffb05e40%22	https://www.varbin.com/assets/theme/images/icons/icon-4.png	C:/My%20Web%20Sites/Cristian%20app%20developer/www.varbin.com/assets/theme/images/icons/icon-4.png	(from https://www.varbin.com/)
13:51:39	269/269	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2029%20Jul%202021%2008:21:40%20GMT	https://varbin.com/assets/theme/images/icons/grf-icon.png	C:/My%20Web%20Sites/Cristian%20app%20developer/varbin.com/assets/theme/images/icons/grf-icon.png	(from https://www.varbin.com/)
13:51:39	2870/2870	---M--	200	added ('OK')	image/png	etag:%22b36-5b387ffb05a58%22	https://www.varbin.com/assets/theme/images/icons/grf-icon.png	C:/My%20Web%20Sites/Cristian%20app%20developer/www.varbin.com/assets/theme/images/icons/grf-icon.png	(from https://www.varbin.com/)
13:51:39	267/267	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2029%20Jul%202021%2008:21:40%20GMT	https://varbin.com/assets/theme/images/icons/icon-5.png	C:/My%20Web%20Sites/Cristian%20app%20developer/varbin.com/assets/theme/images/icons/icon-5.png	(from https://www.varbin.com/)
13:51:40	924/924	---M--	200	added ('OK')	image/png	etag:%2239c-5b387ffb05e40%22	https://www.varbin.com/assets/theme/images/icons/icon-5.png	C:/My%20Web%20Sites/Cristian%20app%20developer/www.varbin.com/assets/theme/images/icons/icon-5.png	(from https://www.varbin.com/)
13:51:40	267/267	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2029%20Jul%202021%2008:21:41%20GMT	https://varbin.com/assets/theme/images/icons/icon-6.png	C:/My%20Web%20Sites/Cristian%20app%20developer/varbin.com/assets/theme/images/icons/icon-6.png	(from https://www.varbin.com/)
13:51:40	950/950	---M--	200	added ('OK')	image/png	etag:%223b6-5b387ffb05e40%22	https://www.varbin.com/assets/theme/images/icons/icon-6.png	C:/My%20Web%20Sites/Cristian%20app%20developer/www.varbin.com/assets/theme/images/icons/icon-6.png	(from https://www.varbin.com/)
13:51:40	267/267	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2029%20Jul%202021%2008:21:41%20GMT	https://varbin.com/assets/theme/images/icons/icon-7.png	C:/My%20Web%20Sites/Cristian%20app%20developer/varbin.com/assets/theme/images/icons/icon-7.png	(from https://www.varbin.com/)
13:51:41	1144/1144	---M--	200	added ('OK')	image/png	etag:%22478-5b387ffb05e40%22	https://www.varbin.com/assets/theme/images/icons/icon-7.png	C:/My%20Web%20Sites/Cristian%20app%20developer/www.varbin.com/assets/theme/images/icons/icon-7.png	(from https://www.varbin.com/)
13:51:41	268/268	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2029%20Jul%202021%2008:21:42%20GMT	https://varbin.com/assets/theme/images/icons/icon-12.png	C:/My%20Web%20Sites/Cristian%20app%20developer/varbin.com/assets/theme/images/icons/icon-12.png	(from https://www.varbin.com/)
13:51:41	1184/1184	---M--	200	added ('OK')	image/png	etag:%224a0-5b387ffb05e40%22	https://www.varbin.com/assets/theme/images/icons/icon-12.png	C:/My%20Web%20Sites/Cristian%20app%20developer/www.varbin.com/assets/theme/images/icons/icon-12.png	(from https://www.varbin.com/)
13:51:41	274/274	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2029%20Jul%202021%2008:21:42%20GMT	https://varbin.com/assets/theme/images/about/about-service.png	C:/My%20Web%20Sites/Cristian%20app%20developer/varbin.com/assets/theme/images/about/about-service.png	(from https://www.varbin.com/)
13:51:42	37616/37616	---M--	200	added ('OK')	image/png	etag:%2292f0-5b387ffae6271%22	https://www.varbin.com/assets/theme/images/about/about-service.png	C:/My%20Web%20Sites/Cristian%20app%20developer/www.varbin.com/assets/theme/images/about/about-service.png	(from https://www.varbin.com/)
13:51:42	269/269	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2029%20Jul%202021%2008:21:43%20GMT	https://varbin.com/assets/theme/images/user-thumb/ur1.jpg	C:/My%20Web%20Sites/Cristian%20app%20developer/varbin.com/assets/theme/images/user-thumb/ur1.jpg	(from https://www.varbin.com/)
13:51:42	6934/6934	---M--	200	added ('OK')	image/jpeg	etag:%221b16-5b387ffb17f50%22	https://www.varbin.com/assets/theme/images/user-thumb/ur1.jpg	C:/My%20Web%20Sites/Cristian%20app%20developer/www.varbin.com/assets/theme/images/user-thumb/ur1.jpg	(from https://www.varbin.com/)
13:51:42	269/269	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2029%20Jul%202021%2008:21:43%20GMT	https://varbin.com/assets/theme/images/user-thumb/ur2.png	C:/My%20Web%20Sites/Cristian%20app%20developer/varbin.com/assets/theme/images/user-thumb/ur2.png	(from https://www.varbin.com/)
13:51:42	5282/5282	---M--	200	added ('OK')	image/png	etag:%2214a2-5b387ffb17f50%22	https://www.varbin.com/assets/theme/images/user-thumb/ur2.png	C:/My%20Web%20Sites/Cristian%20app%20developer/www.varbin.com/assets/theme/images/user-thumb/ur2.png	(from https://www.varbin.com/)
13:51:43	269/269	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2029%20Jul%202021%2008:21:44%20GMT	https://varbin.com/assets/theme/images/about/hellopic.png	C:/My%20Web%20Sites/Cristian%20app%20developer/varbin.com/assets/theme/images/about/hellopic.png	(from https://www.varbin.com/)
13:51:43	268/268	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2029%20Jul%202021%2008:21:44%20GMT	https://varbin.com/assets/theme/images/location/rome.png	C:/My%20Web%20Sites/Cristian%20app%20developer/varbin.com/assets/theme/images/location/rome.png	(from https://www.varbin.com/)
13:51:43	93684/93684	---M--	200	added ('OK')	image/png	etag:%2216df4-5b387ffae8d69%22	https://www.varbin.com/assets/theme/images/about/hellopic.png	C:/My%20Web%20Sites/Cristian%20app%20developer/www.varbin.com/assets/theme/images/about/hellopic.png	(from https://www.varbin.com/)
13:51:44	16704/16704	---M--	200	added ('OK')	image/png	etag:%224140-5b387ffb075b0%22	https://www.varbin.com/assets/theme/images/location/rome.png	C:/My%20Web%20Sites/Cristian%20app%20developer/www.varbin.com/assets/theme/images/location/rome.png	(from https://www.varbin.com/)
13:51:44	272/272	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2029%20Jul%202021%2008:21:45%20GMT	https://varbin.com/assets/theme/images/location/hongkong.png	C:/My%20Web%20Sites/Cristian%20app%20developer/varbin.com/assets/theme/images/location/hongkong.png	(from https://www.varbin.com/)
13:51:44	16749/16749	---M--	200	added ('OK')	image/png	etag:%22416d-5b387ffb071c8%22	https://www.varbin.com/assets/theme/images/location/hongkong.png	C:/My%20Web%20Sites/Cristian%20app%20developer/www.varbin.com/assets/theme/images/location/hongkong.png	(from https://www.varbin.com/)
13:51:45	276/276	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2029%20Jul%202021%2008:21:46%20GMT	https://varbin.com/assets/theme/js/vendor/modernizr-3.5.0.min.js	C:/My%20Web%20Sites/Cristian%20app%20developer/varbin.com/assets/theme/js/vendor/modernizr-3.5.0.min.js	(from https://www.varbin.com/)
13:51:45	8636/8636	---M--	200	added ('OK')	application/javascript	etag:%2221bc-5b387ffb1a660%22	https://www.varbin.com/assets/theme/js/vendor/modernizr-3.5.0.min.js	C:/My%20Web%20Sites/Cristian%20app%20developer/www.varbin.com/assets/theme/js/vendor/modernizr-3.5.0.min.js	(from https://www.varbin.com/)
13:51:46	89476/89476	---M--	200	added ('OK')	text/javascript	date:Fri,%2008%20May%202020%2007:05:03%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/3.5.1/jquery.min.js	C:/My%20Web%20Sites/Cristian%20app%20developer/ajax.googleapis.com/ajax/libs/jquery/3.5.1/jquery.min.js	(from https://www.varbin.com/)
13:51:46	263/263	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2029%20Jul%202021%2008:21:47%20GMT	https://varbin.com/assets/theme/js/bootstrap.min.js	C:/My%20Web%20Sites/Cristian%20app%20developer/varbin.com/assets/theme/js/bootstrap.min.js	(from https://www.varbin.com/)
13:51:46	260/260	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2029%20Jul%202021%2008:21:47%20GMT	https://varbin.com/assets/theme/js/popper.min.js	C:/My%20Web%20Sites/Cristian%20app%20developer/varbin.com/assets/theme/js/popper.min.js	(from https://www.varbin.com/)
13:51:47	59969/59969	---M--	200	added ('OK')	application/javascript	etag:%22ea41-5b387ffb18b08%22	https://www.varbin.com/assets/theme/js/bootstrap.min.js	C:/My%20Web%20Sites/Cristian%20app%20developer/www.varbin.com/assets/theme/js/bootstrap.min.js	(from https://www.varbin.com/)
13:51:47	20966/20966	---M--	200	added ('OK')	application/javascript	etag:%2251e6-5b387ffb1a278%22	https://www.varbin.com/assets/theme/js/popper.min.js	C:/My%20Web%20Sites/Cristian%20app%20developer/www.varbin.com/assets/theme/js/popper.min.js	(from https://www.varbin.com/)
13:51:47	260/260	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2029%20Jul%202021%2008:21:48%20GMT	https://varbin.com/assets/theme/js/plugin.min.js	C:/My%20Web%20Sites/Cristian%20app%20developer/varbin.com/assets/theme/js/plugin.min.js	(from https://www.varbin.com/)
13:51:47	259/259	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2029%20Jul%202021%2008:21:48%20GMT	https://varbin.com/assets/theme/js/preloader.js	C:/My%20Web%20Sites/Cristian%20app%20developer/varbin.com/assets/theme/js/preloader.js	(from https://www.varbin.com/)
13:51:48	177408/177408	---M--	200	added ('OK')	application/javascript	etag:%222b500-5b396f7ddb0f8%22	https://www.varbin.com/assets/theme/js/plugin.min.js	C:/My%20Web%20Sites/Cristian%20app%20developer/www.varbin.com/assets/theme/js/plugin.min.js	(from https://www.varbin.com/)
13:51:48	340/340	---M--	200	added ('OK')	application/javascript	etag:%22154-5b387ffb1a278%22	https://www.varbin.com/assets/theme/js/preloader.js	C:/My%20Web%20Sites/Cristian%20app%20developer/www.varbin.com/assets/theme/js/preloader.js	(from https://www.varbin.com/)
13:51:48	254/254	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2029%20Jul%202021%2008:21:49%20GMT	https://varbin.com/assets/theme/js/main.js	C:/My%20Web%20Sites/Cristian%20app%20developer/varbin.com/assets/theme/js/main.js	(from https://www.varbin.com/)
13:51:48	3642/3642	---M--	200	added ('OK')	application/javascript	etag:%22e3a-5b396f7dda928%22	https://www.varbin.com/assets/theme/js/main.js	C:/My%20Web%20Sites/Cristian%20app%20developer/www.varbin.com/assets/theme/js/main.js	(from https://www.varbin.com/)
13:51:48	256/256	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2029%20Jul%202021%2008:21:49%20GMT	https://varbin.com/assets/theme/js/custom.js	C:/My%20Web%20Sites/Cristian%20app%20developer/varbin.com/assets/theme/js/custom.js	(from https://www.varbin.com/)
13:51:49	287/287	---M--	200	added ('OK')	application/javascript	etag:%2211f-5b39599c3e870%22	https://www.varbin.com/assets/theme/js/custom.js	C:/My%20Web%20Sites/Cristian%20app%20developer/www.varbin.com/assets/theme/js/custom.js	(from https://www.varbin.com/)
13:51:49	18539/18539	---M--	200	added ('OK')	text/html	etag:%22486b-5b387ffae4ee9%22	https://www.varbin.com/assets/theme/css/owl.video.play.html	C:/My%20Web%20Sites/Cristian%20app%20developer/www.varbin.com/assets/theme/css/owl.video.play.html	(from https://www.varbin.com/assets/theme/css/plugin.min.css)
13:51:50	55159/55159	---M--	200	added ('OK')	image/png	etag:%22d777-5b387ffaf9708%22	https://www.varbin.com/assets/theme/images/hero/banner-shap-2.png	C:/My%20Web%20Sites/Cristian%20app%20developer/www.varbin.com/assets/theme/images/hero/banner-shap-2.png	(from https://www.varbin.com/assets/theme/css/style.css)
13:51:50	123848/123848	---M--	200	added ('OK')	image/svg+xml	etag:%221e3c8-5b387ffb144b8%22	https://www.varbin.com/assets/theme/images/shape/shape-12.svg	C:/My%20Web%20Sites/Cristian%20app%20developer/www.varbin.com/assets/theme/images/shape/shape-12.svg	(from https://www.varbin.com/assets/theme/css/style.css)
13:51:51	82/82	---M--	200	added ('OK')	image/png	etag:%2252-5b387ffb13130%22	https://www.varbin.com/assets/theme/images/shape/dot_bg.png	C:/My%20Web%20Sites/Cristian%20app%20developer/www.varbin.com/assets/theme/images/shape/dot_bg.png	(from https://www.varbin.com/assets/theme/css/style.css)
13:51:51	9675/9675	---M--	200	added ('OK')	image/svg+xml	etag:%2225cb-5b387ffb13900%22	https://www.varbin.com/assets/theme/images/shape/shape-1.svg	C:/My%20Web%20Sites/Cristian%20app%20developer/www.varbin.com/assets/theme/images/shape/shape-1.svg	(from https://www.varbin.com/assets/theme/css/style.css)
13:51:51	2045/2045	---M--	200	added ('OK')	image/svg+xml	etag:%227fd-5b387ffb148a0%22	https://www.varbin.com/assets/theme/images/shape/shape-2.svg	C:/My%20Web%20Sites/Cristian%20app%20developer/www.varbin.com/assets/theme/images/shape/shape-2.svg	(from https://www.varbin.com/assets/theme/css/style.css)
13:51:52	4134/4134	---M--	200	added ('OK')	image/svg+xml	etag:%221026-5b387ffb148a0%22	https://www.varbin.com/assets/theme/images/shape/shape-7.svg	C:/My%20Web%20Sites/Cristian%20app%20developer/www.varbin.com/assets/theme/images/shape/shape-7.svg	(from https://www.varbin.com/assets/theme/css/style.css)
13:51:52	13689/13689	---M--	200	added ('OK')	image/png	etag:%223579-5b387ffb0f2b0%22	https://www.varbin.com/assets/theme/images/service/service-img-1.png	C:/My%20Web%20Sites/Cristian%20app%20developer/www.varbin.com/assets/theme/images/service/service-img-1.png	(from https://www.varbin.com/assets/theme/css/style.css)
13:51:52	222240/222240	---M--	200	added ('OK')	image/png	etag:%2236420-5b387ffb13130%22	https://www.varbin.com/assets/theme/images/shape/dot-shape.png	C:/My%20Web%20Sites/Cristian%20app%20developer/www.varbin.com/assets/theme/images/shape/dot-shape.png	(from https://www.varbin.com/assets/theme/css/style.css)
13:51:52	25129/25129	---M--	200	added ('OK')	image/png	etag:%226229-5b387ffb0f2b0%22	https://www.varbin.com/assets/theme/images/service/service-img-3.png	C:/My%20Web%20Sites/Cristian%20app%20developer/www.varbin.com/assets/theme/images/service/service-img-3.png	(from https://www.varbin.com/assets/theme/css/style.css)
13:51:52	17591/17591	---M--	200	added ('OK')	image/png	etag:%2244b7-5b387ffb0f698%22	https://www.varbin.com/assets/theme/images/service/service-img-4.png	C:/My%20Web%20Sites/Cristian%20app%20developer/www.varbin.com/assets/theme/images/service/service-img-4.png	(from https://www.varbin.com/assets/theme/css/style.css)
13:51:53	126/126	---M--	200	added ('OK')	image/png	etag:%227e-5b387ffb12190%22	https://www.varbin.com/assets/theme/images/shape/dot-pattern.png	C:/My%20Web%20Sites/Cristian%20app%20developer/www.varbin.com/assets/theme/images/shape/dot-pattern.png	(from https://www.varbin.com/assets/theme/css/style.css)
